idsadvr,sexe,langues.nom,langues.medium,affiliations.fonction.codeSad,affiliations.fonction.nom,formations.diplome,formations.annee,formations.institutions.nom,formations.institutions.paysNom,formations.institutions.paysCode
in15233,M,Français,Oral,Z9Z9Z,Professeur accrédité,Maîtrise (Sciences expérimentales de la santé),1996,INRS Armand-Frappier,Canada,CA
in15233,M,Français,Oral,Z9Z9Z,Professeur accrédité,Doctorat,2001,Université McGill,Canada,CA
in15233,M,Français,Oral,Z9Z9Z,Professeur accrédité,Postdoctorat ,2005,The Sanford Burnham Medical Research Institute,États-Unis,US
in15234,F,Anglais,Écrit,42001,Professeure titulaire,Ph.D.,2001,Université de Montréal,Canada,CA
in15234,F,Anglais,Écrit,42001,Professeure titulaire,M.Sc.,1996,Université Laval,Canada,CA
in15234,F,Anglais,Écrit,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in15234,F,Anglais,Écrit,42001,Professeure titulaire,Postdoctorat (2001-2003),2003,"Heinz School of Public Policy, Carnegie Mellon",États-Unis,US
in15234,F,Français,Écrit,42001,Professeure titulaire,Ph.D.,2001,Université de Montréal,Canada,CA
in15234,F,Français,Écrit,42001,Professeure titulaire,M.Sc.,1996,Université Laval,Canada,CA
in15234,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in15234,F,Français,Écrit,42001,Professeure titulaire,Postdoctorat (2001-2003),2003,"Heinz School of Public Policy, Carnegie Mellon",États-Unis,US
in15234,F,Anglais,Oral,42001,Professeure titulaire,Ph.D.,2001,Université de Montréal,Canada,CA
in15234,F,Anglais,Oral,42001,Professeure titulaire,M.Sc.,1996,Université Laval,Canada,CA
in15234,F,Anglais,Oral,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in15234,F,Anglais,Oral,42001,Professeure titulaire,Postdoctorat (2001-2003),2003,"Heinz School of Public Policy, Carnegie Mellon",États-Unis,US
in15234,F,Français,Oral,42001,Professeure titulaire,Ph.D.,2001,Université de Montréal,Canada,CA
in15234,F,Français,Oral,42001,Professeure titulaire,M.Sc.,1996,Université Laval,Canada,CA
in15234,F,Français,Oral,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in15234,F,Français,Oral,42001,Professeure titulaire,Postdoctorat (2001-2003),2003,"Heinz School of Public Policy, Carnegie Mellon",États-Unis,US
in15236,M,Français,Écrit,42001,Professeur titulaire,Doctorat,2000,UQAM,Canada,CA
in15236,M,Français,Oral,42001,Professeur titulaire,Doctorat,2000,UQAM,Canada,CA
in15237,M,Anglais,Écrit,42001,Professeur titulaire,Postdoctorat,2004,Université de Strasbourg,France,FR
in15237,M,Anglais,Écrit,42001,Professeur titulaire,Postdoctorat,2004,Université de Strasbourg,France,FR
in15237,M,Anglais,Écrit,42001,Professeur titulaire,Ph. D.,2003,Université de Montréal,Canada,CA
in15237,M,Anglais,Écrit,42001,Professeur titulaire,M.A.,1995,Université du Québec à Montréal,Canada,CA
in15237,M,Anglais,Écrit,42001,Professeur titulaire,Baccalauréat en enseignement des langues secondes,1992,Université du Québec à Montréal,Canada,CA
in15237,M,Français,Écrit,42001,Professeur titulaire,Postdoctorat,2004,Université de Strasbourg,France,FR
in15237,M,Français,Écrit,42001,Professeur titulaire,Postdoctorat,2004,Université de Strasbourg,France,FR
in15237,M,Français,Écrit,42001,Professeur titulaire,Ph. D.,2003,Université de Montréal,Canada,CA
in15237,M,Français,Écrit,42001,Professeur titulaire,M.A.,1995,Université du Québec à Montréal,Canada,CA
in15237,M,Français,Écrit,42001,Professeur titulaire,Baccalauréat en enseignement des langues secondes,1992,Université du Québec à Montréal,Canada,CA
in15237,M,Anglais,Oral,42001,Professeur titulaire,Postdoctorat,2004,Université de Strasbourg,France,FR
in15237,M,Anglais,Oral,42001,Professeur titulaire,Postdoctorat,2004,Université de Strasbourg,France,FR
in15237,M,Anglais,Oral,42001,Professeur titulaire,Ph. D.,2003,Université de Montréal,Canada,CA
in15237,M,Anglais,Oral,42001,Professeur titulaire,M.A.,1995,Université du Québec à Montréal,Canada,CA
in15237,M,Anglais,Oral,42001,Professeur titulaire,Baccalauréat en enseignement des langues secondes,1992,Université du Québec à Montréal,Canada,CA
in15237,M,Français,Oral,42001,Professeur titulaire,Postdoctorat,2004,Université de Strasbourg,France,FR
in15237,M,Français,Oral,42001,Professeur titulaire,Postdoctorat,2004,Université de Strasbourg,France,FR
in15237,M,Français,Oral,42001,Professeur titulaire,Ph. D.,2003,Université de Montréal,Canada,CA
in15237,M,Français,Oral,42001,Professeur titulaire,M.A.,1995,Université du Québec à Montréal,Canada,CA
in15237,M,Français,Oral,42001,Professeur titulaire,Baccalauréat en enseignement des langues secondes,1992,Université du Québec à Montréal,Canada,CA
in15238,F,,,42001,Professeure titulaire,,,,,
in15239,F,,,42032,Professeure associée,,,,,
in15240,F,Français,Écrit,42099,Professeure émérite,PhD,1997,Université de Montréal,Canada,CA
in15240,F,Français,Oral,42099,Professeure émérite,PhD,1997,Université de Montréal,Canada,CA
in15242,M,,,42001,Professeur titulaire,,,,,
in15244,F,Français,Écrit,42001,Professeure titulaire,,,,,
in15244,F,Français,Oral,42001,Professeure titulaire,,,,,
in15246,F,,,42001,Professeure titulaire,,,,,
in15246,F,,,53091,Chercheuse,,,,,
in15247,M,,,42001,Professeur titulaire,,,,,
in15249,F,,,42001,Professeure titulaire,,,,,
in15249,F,,,Z9Z9Z,Professeure accréditée,,,,,
in15250,M,Anglais,Écrit,42032,Professeur associé,,,,,
in15250,M,Anglais,Écrit,53091,Chercheur,,,,,
in15250,M,Français,Écrit,42032,Professeur associé,,,,,
in15250,M,Français,Écrit,53091,Chercheur,,,,,
in15250,M,Allemand,Écrit,42032,Professeur associé,,,,,
in15250,M,Allemand,Écrit,53091,Chercheur,,,,,
in15251,F,,,42001,Professeure titulaire,Ph.D.,1997,,,
in15252,M,,,42006,Professeur agrégé,,,,,
in15254,M,Français,Écrit,42001,Professeur titulaire,,,,,
in15254,M,Français,Oral,42001,Professeur titulaire,,,,,
in15255,F,,,42001,Professeure titulaire,D. Phil.,2006,"Cambridge University, St-John's College",Royaume-Uni,GB
in15255,F,,,42001,Professeure titulaire,LL. M.,2001,Université Laval,Canada,CA
in15255,F,,,42001,Professeure titulaire,LL. B.,1995,Université Laval,Canada,CA
in15256,F,,,42001,Professeure titulaire,,,,,
in15257,F,,,42006,Professeure agrégée,,,,,
in15261,F,,,42006,Professeure agrégée,,,,,
in15262,F,Anglais,Écrit,42001,Professeure titulaire,B.Sc,1988,Université de Montréal,Canada,CA
in15262,F,Anglais,Écrit,42001,Professeure titulaire,M.Sc.,1994,Université de Montréal,Canada,CA
in15262,F,Anglais,Écrit,42001,Professeure titulaire,Ph.D.,2004,Université de Montréal,Canada,CA
in15262,F,Anglais,Écrit,42001,Professeure titulaire,Formation Postdoctorale,2007,McGill University,Canada,CA
in15262,F,Anglais,Écrit,42001,Professeure titulaire,Stage Postdoctoral,2007,Stanford University,États-Unis,US
in15262,F,Français,Écrit,42001,Professeure titulaire,B.Sc,1988,Université de Montréal,Canada,CA
in15262,F,Français,Écrit,42001,Professeure titulaire,M.Sc.,1994,Université de Montréal,Canada,CA
in15262,F,Français,Écrit,42001,Professeure titulaire,Ph.D.,2004,Université de Montréal,Canada,CA
in15262,F,Français,Écrit,42001,Professeure titulaire,Formation Postdoctorale,2007,McGill University,Canada,CA
in15262,F,Français,Écrit,42001,Professeure titulaire,Stage Postdoctoral,2007,Stanford University,États-Unis,US
in15262,F,Anglais,Oral,42001,Professeure titulaire,B.Sc,1988,Université de Montréal,Canada,CA
in15262,F,Anglais,Oral,42001,Professeure titulaire,M.Sc.,1994,Université de Montréal,Canada,CA
in15262,F,Anglais,Oral,42001,Professeure titulaire,Ph.D.,2004,Université de Montréal,Canada,CA
in15262,F,Anglais,Oral,42001,Professeure titulaire,Formation Postdoctorale,2007,McGill University,Canada,CA
in15262,F,Anglais,Oral,42001,Professeure titulaire,Stage Postdoctoral,2007,Stanford University,États-Unis,US
in15262,F,Français,Oral,42001,Professeure titulaire,B.Sc,1988,Université de Montréal,Canada,CA
in15262,F,Français,Oral,42001,Professeure titulaire,M.Sc.,1994,Université de Montréal,Canada,CA
in15262,F,Français,Oral,42001,Professeure titulaire,Ph.D.,2004,Université de Montréal,Canada,CA
in15262,F,Français,Oral,42001,Professeure titulaire,Formation Postdoctorale,2007,McGill University,Canada,CA
in15262,F,Français,Oral,42001,Professeure titulaire,Stage Postdoctoral,2007,Stanford University,États-Unis,US
in15263,M,Anglais,Écrit,42001,Professeur titulaire,Doctorat,2001,Université des Sciences Sociales de Toulouse 1,France,FR
in15263,M,Anglais,Écrit,53091,Chercheur,Doctorat,2001,Université des Sciences Sociales de Toulouse 1,France,FR
in15263,M,Français,Écrit,42001,Professeur titulaire,Doctorat,2001,Université des Sciences Sociales de Toulouse 1,France,FR
in15263,M,Français,Écrit,53091,Chercheur,Doctorat,2001,Université des Sciences Sociales de Toulouse 1,France,FR
in15263,M,Anglais,Oral,42001,Professeur titulaire,Doctorat,2001,Université des Sciences Sociales de Toulouse 1,France,FR
in15263,M,Anglais,Oral,53091,Chercheur,Doctorat,2001,Université des Sciences Sociales de Toulouse 1,France,FR
in15263,M,Français,Oral,42001,Professeur titulaire,Doctorat,2001,Université des Sciences Sociales de Toulouse 1,France,FR
in15263,M,Français,Oral,53091,Chercheur,Doctorat,2001,Université des Sciences Sociales de Toulouse 1,France,FR
in15264,F,,,42006,Professeure agrégée,Doctorat,2007,Université de Montréal,Canada,CA
in15268,M,,,42006,Professeur agrégé,,,,,
in15269,M,,,42032,Professeur associé,,,,,
in15270,F,Anglais,Écrit,42001,Professeure titulaire,Ph.D. Art Education,2002,Concordia University,Canada,CA
in15270,F,Anglais,Écrit,42001,Professeure titulaire,Ph.D. Art Education,2002,Concordia University,Canada,CA
in15270,F,Anglais,Écrit,42001,Professeure titulaire,B.A.,1986,Université d'Ottawa,Canada,CA
in15270,F,Anglais,Écrit,42001,Professeure titulaire,M.A. Art Plastiques,1995,Université du Québec à Montréal,Canada,CA
in15270,F,Français,Écrit,42001,Professeure titulaire,Ph.D. Art Education,2002,Concordia University,Canada,CA
in15270,F,Français,Écrit,42001,Professeure titulaire,Ph.D. Art Education,2002,Concordia University,Canada,CA
in15270,F,Français,Écrit,42001,Professeure titulaire,B.A.,1986,Université d'Ottawa,Canada,CA
in15270,F,Français,Écrit,42001,Professeure titulaire,M.A. Art Plastiques,1995,Université du Québec à Montréal,Canada,CA
in15270,F,Anglais,Oral,42001,Professeure titulaire,Ph.D. Art Education,2002,Concordia University,Canada,CA
in15270,F,Anglais,Oral,42001,Professeure titulaire,Ph.D. Art Education,2002,Concordia University,Canada,CA
in15270,F,Anglais,Oral,42001,Professeure titulaire,B.A.,1986,Université d'Ottawa,Canada,CA
in15270,F,Anglais,Oral,42001,Professeure titulaire,M.A. Art Plastiques,1995,Université du Québec à Montréal,Canada,CA
in15270,F,Français,Oral,42001,Professeure titulaire,Ph.D. Art Education,2002,Concordia University,Canada,CA
in15270,F,Français,Oral,42001,Professeure titulaire,Ph.D. Art Education,2002,Concordia University,Canada,CA
in15270,F,Français,Oral,42001,Professeure titulaire,B.A.,1986,Université d'Ottawa,Canada,CA
in15270,F,Français,Oral,42001,Professeure titulaire,M.A. Art Plastiques,1995,Université du Québec à Montréal,Canada,CA
in15271,F,Français,Écrit,42006,Professeure agrégée,Maîtrise d’histoire,1988,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Écrit,42006,Professeure agrégée,Maîtrise d’histoire,1988,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Écrit,42006,Professeure agrégée,Maîtrise d’histoire,1988,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Écrit,42006,Professeure agrégée,Diplôme d'études approfondies d'histoire,1996,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Écrit,42006,Professeure agrégée,Diplôme d'études approfondies d'histoire,1996,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Écrit,42006,Professeure agrégée,Diplôme d'études approfondies d'histoire,1996,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Écrit,42006,Professeure agrégée,Thèse de doctorat en Histoire des religions et des systèmes de pensée,2003,École pratique des hautes études/Sorbonne - Section des Sciences religieuses,France,FR
in15271,F,Français,Écrit,42006,Professeure agrégée,Post-doctorat,2007,Centre d'études ethniques des universités montréalaises - Université de Montréal,Canada,CA
in15271,F,Français,Écrit,42006,Professeure agrégée,Post-doctorat,2007,Centre d'études ethniques des universités montréalaises - Université de Montréal,Canada,CA
in15271,F,Français,Oral,42006,Professeure agrégée,Maîtrise d’histoire,1988,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Oral,42006,Professeure agrégée,Maîtrise d’histoire,1988,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Oral,42006,Professeure agrégée,Maîtrise d’histoire,1988,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Oral,42006,Professeure agrégée,Diplôme d'études approfondies d'histoire,1996,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Oral,42006,Professeure agrégée,Diplôme d'études approfondies d'histoire,1996,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Oral,42006,Professeure agrégée,Diplôme d'études approfondies d'histoire,1996,Université de Paris IV-Sorbonne,France,FR
in15271,F,Français,Oral,42006,Professeure agrégée,Thèse de doctorat en Histoire des religions et des systèmes de pensée,2003,École pratique des hautes études/Sorbonne - Section des Sciences religieuses,France,FR
in15271,F,Français,Oral,42006,Professeure agrégée,Post-doctorat,2007,Centre d'études ethniques des universités montréalaises - Université de Montréal,Canada,CA
in15271,F,Français,Oral,42006,Professeure agrégée,Post-doctorat,2007,Centre d'études ethniques des universités montréalaises - Université de Montréal,Canada,CA
in15272,F,Arabe,Écrit,42001,Professeure titulaire,,,,,
in15272,F,Anglais,Écrit,42001,Professeure titulaire,,,,,
in15272,F,Français,Écrit,42001,Professeure titulaire,,,,,
in15272,F,Arabe,Oral,42001,Professeure titulaire,,,,,
in15272,F,Anglais,Oral,42001,Professeure titulaire,,,,,
in15272,F,Français,Oral,42001,Professeure titulaire,,,,,
in15273,F,,,42006,Professeure agrégée,,,,,
in15274,M,Anglais,Écrit,42001,Professeur titulaire,Doctorat,2006,Université du Québec à Montréal,Canada,CA
in15274,M,Anglais,Écrit,42001,Professeur titulaire,Maîtrise,2002,Université du Québec à Montréal,Canada,CA
in15274,M,Anglais,Écrit,42001,Professeur titulaire,Baccalauréat,1999,Université du Québec à Montréal,Canada,CA
in15274,M,Français,Écrit,42001,Professeur titulaire,Doctorat,2006,Université du Québec à Montréal,Canada,CA
in15274,M,Français,Écrit,42001,Professeur titulaire,Maîtrise,2002,Université du Québec à Montréal,Canada,CA
in15274,M,Français,Écrit,42001,Professeur titulaire,Baccalauréat,1999,Université du Québec à Montréal,Canada,CA
in15274,M,Anglais,Oral,42001,Professeur titulaire,Doctorat,2006,Université du Québec à Montréal,Canada,CA
in15274,M,Anglais,Oral,42001,Professeur titulaire,Maîtrise,2002,Université du Québec à Montréal,Canada,CA
in15274,M,Anglais,Oral,42001,Professeur titulaire,Baccalauréat,1999,Université du Québec à Montréal,Canada,CA
in15274,M,Français,Oral,42001,Professeur titulaire,Doctorat,2006,Université du Québec à Montréal,Canada,CA
in15274,M,Français,Oral,42001,Professeur titulaire,Maîtrise,2002,Université du Québec à Montréal,Canada,CA
in15274,M,Français,Oral,42001,Professeur titulaire,Baccalauréat,1999,Université du Québec à Montréal,Canada,CA
in15275,M,Anglais,Écrit,42001,Professeur titulaire,Doctorat,2005,Université Laval,Canada,CA
in15275,M,Anglais,Écrit,42001,Professeur titulaire,Maîtrise,2000,Université Laval,Canada,CA
in15275,M,Anglais,Écrit,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Anglais,Écrit,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Français,Écrit,42001,Professeur titulaire,Doctorat,2005,Université Laval,Canada,CA
in15275,M,Français,Écrit,42001,Professeur titulaire,Maîtrise,2000,Université Laval,Canada,CA
in15275,M,Français,Écrit,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Français,Écrit,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Portugais,Écrit,42001,Professeur titulaire,Doctorat,2005,Université Laval,Canada,CA
in15275,M,Portugais,Écrit,42001,Professeur titulaire,Maîtrise,2000,Université Laval,Canada,CA
in15275,M,Portugais,Écrit,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Portugais,Écrit,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Anglais,Oral,42001,Professeur titulaire,Doctorat,2005,Université Laval,Canada,CA
in15275,M,Anglais,Oral,42001,Professeur titulaire,Maîtrise,2000,Université Laval,Canada,CA
in15275,M,Anglais,Oral,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Anglais,Oral,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Français,Oral,42001,Professeur titulaire,Doctorat,2005,Université Laval,Canada,CA
in15275,M,Français,Oral,42001,Professeur titulaire,Maîtrise,2000,Université Laval,Canada,CA
in15275,M,Français,Oral,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Français,Oral,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Portugais,Oral,42001,Professeur titulaire,Doctorat,2005,Université Laval,Canada,CA
in15275,M,Portugais,Oral,42001,Professeur titulaire,Maîtrise,2000,Université Laval,Canada,CA
in15275,M,Portugais,Oral,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Portugais,Oral,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Espagnol; castillan,Oral,42001,Professeur titulaire,Doctorat,2005,Université Laval,Canada,CA
in15275,M,Espagnol; castillan,Oral,42001,Professeur titulaire,Maîtrise,2000,Université Laval,Canada,CA
in15275,M,Espagnol; castillan,Oral,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15275,M,Espagnol; castillan,Oral,42001,Professeur titulaire,Baccalauréat,1996,Université Laval,Canada,CA
in15276,F,Français,Écrit,42003,Professeure titulaire de clinique,Diplôme d'étude supérieures,2002,Univrsité de Montréal,Canada,CA
in15276,F,Français,Écrit,42003,Professeure titulaire de clinique,PhD,2008,Univerisét de Montréal,Canada,CA
in15276,F,Français,Écrit,42003,Professeure titulaire de clinique,Diplôme d'étude supérieures,2002,Univrsité de Montréal,Canada,CA
in15276,F,Français,Écrit,42003,Professeure titulaire de clinique,PhD,2008,Univerisét de Montréal,Canada,CA
in15276,F,Français,Oral,42003,Professeure titulaire de clinique,Diplôme d'étude supérieures,2002,Univrsité de Montréal,Canada,CA
in15276,F,Français,Oral,42003,Professeure titulaire de clinique,PhD,2008,Univerisét de Montréal,Canada,CA
in15276,F,Français,Oral,42003,Professeure titulaire de clinique,Diplôme d'étude supérieures,2002,Univrsité de Montréal,Canada,CA
in15276,F,Français,Oral,42003,Professeure titulaire de clinique,PhD,2008,Univerisét de Montréal,Canada,CA
in15278,M,,,42001,Professeur titulaire,,,,,
in15280,F,Français,Écrit,42001,Professeure titulaire,B.A. Honours,1987,Université McGill,Canada,CA
in15280,F,Français,Écrit,42001,Professeure titulaire,M.Sc.,1994,Université de Montréal,Canada,CA
in15280,F,Français,Écrit,42001,Professeure titulaire,Ph.D.,1996,Université de Montréal,Canada,CA
in15280,F,Français,Oral,42001,Professeure titulaire,B.A. Honours,1987,Université McGill,Canada,CA
in15280,F,Français,Oral,42001,Professeure titulaire,M.Sc.,1994,Université de Montréal,Canada,CA
in15280,F,Français,Oral,42001,Professeure titulaire,Ph.D.,1996,Université de Montréal,Canada,CA
in15281,M,Français,Écrit,42006,Professeur agrégé,B.Sc.,1990,Université McGill,Canada,CA
in15281,M,Français,Écrit,42006,Professeur agrégé,M.Sc.,2001,Université de Montréal,Canada,CA
in15281,M,Français,Écrit,42006,Professeur agrégé,Ph.D.,2008,Université de Montréa,Canada,CA
in15281,M,Français,Écrit,42006,Professeur agrégé,Ph.D.,2008,Université de Montréa,Canada,CA
in15281,M,Français,Écrit,42006,Professeur agrégé,Post-doctorat,2008,"School of Medicine, University of Pittsburgh",États-Unis,US
in15281,M,Français,Écrit,42006,Professeur agrégé,Post-doctorat,2009,"Institute of Biomaterials and Biomedical Engineering, University of Toronto, Toronto",Canada,CA
in15281,M,Français,Oral,42006,Professeur agrégé,B.Sc.,1990,Université McGill,Canada,CA
in15281,M,Français,Oral,42006,Professeur agrégé,M.Sc.,2001,Université de Montréal,Canada,CA
in15281,M,Français,Oral,42006,Professeur agrégé,Ph.D.,2008,Université de Montréa,Canada,CA
in15281,M,Français,Oral,42006,Professeur agrégé,Ph.D.,2008,Université de Montréa,Canada,CA
in15281,M,Français,Oral,42006,Professeur agrégé,Post-doctorat,2008,"School of Medicine, University of Pittsburgh",États-Unis,US
in15281,M,Français,Oral,42006,Professeur agrégé,Post-doctorat,2009,"Institute of Biomaterials and Biomedical Engineering, University of Toronto, Toronto",Canada,CA
in15282,M,,,42001,Professeur titulaire,,,,,
in15283,M,,,42032,Professeur associé,,,,,
in15285,F,,,42006,Professeure agrégée,,,,,
in15287,F,,,42001,Professeure titulaire,,,,,
in15287,F,,,42001,Professeure titulaire,,,,,
in15288,M,Anglais,Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Anglais,Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Français,Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Français,Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Français moyen (1400-1600),Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Français moyen (1400-1600),Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Français ancien (842-ca.1400),Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Français ancien (842-ca.1400),Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Latin,Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Latin,Écrit,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Anglais,Oral,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Anglais,Oral,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Français,Oral,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15288,M,Français,Oral,42001,Professeur titulaire,Doctorat,1999,Université Montpellier 3,France,FR
in15292,M,Anglais,Oral,42001,Professeur titulaire,Baccalauréat en sciences mathématiques (Prix Extraordinaire),2000,Universidad de La Laguna,Espagne,ES
in15292,M,Anglais,Oral,42001,Professeur titulaire,Maîtrise en Didactique des mathématiques,2002,Universidad de La Laguna,Espagne,ES
in15292,M,Anglais,Oral,42001,Professeur titulaire,Diplôme d'Études Avancées en Didactique des mathématiques,2003,Universidad de La Laguna,Espagne,ES
in15292,M,Anglais,Oral,42001,Professeur titulaire,Doctorat en Didactique des mathématiques (Mention Doctorat Européen),2005,Universidad de La Laguna,Espagne,ES
in15292,M,Français,Oral,42001,Professeur titulaire,Baccalauréat en sciences mathématiques (Prix Extraordinaire),2000,Universidad de La Laguna,Espagne,ES
in15292,M,Français,Oral,42001,Professeur titulaire,Maîtrise en Didactique des mathématiques,2002,Universidad de La Laguna,Espagne,ES
in15292,M,Français,Oral,42001,Professeur titulaire,Diplôme d'Études Avancées en Didactique des mathématiques,2003,Universidad de La Laguna,Espagne,ES
in15292,M,Français,Oral,42001,Professeur titulaire,Doctorat en Didactique des mathématiques (Mention Doctorat Européen),2005,Universidad de La Laguna,Espagne,ES
in15292,M,Portugais,Oral,42001,Professeur titulaire,Baccalauréat en sciences mathématiques (Prix Extraordinaire),2000,Universidad de La Laguna,Espagne,ES
in15292,M,Portugais,Oral,42001,Professeur titulaire,Maîtrise en Didactique des mathématiques,2002,Universidad de La Laguna,Espagne,ES
in15292,M,Portugais,Oral,42001,Professeur titulaire,Diplôme d'Études Avancées en Didactique des mathématiques,2003,Universidad de La Laguna,Espagne,ES
in15292,M,Portugais,Oral,42001,Professeur titulaire,Doctorat en Didactique des mathématiques (Mention Doctorat Européen),2005,Universidad de La Laguna,Espagne,ES
in15292,M,Espagnol; castillan,Oral,42001,Professeur titulaire,Baccalauréat en sciences mathématiques (Prix Extraordinaire),2000,Universidad de La Laguna,Espagne,ES
in15292,M,Espagnol; castillan,Oral,42001,Professeur titulaire,Maîtrise en Didactique des mathématiques,2002,Universidad de La Laguna,Espagne,ES
in15292,M,Espagnol; castillan,Oral,42001,Professeur titulaire,Diplôme d'Études Avancées en Didactique des mathématiques,2003,Universidad de La Laguna,Espagne,ES
in15292,M,Espagnol; castillan,Oral,42001,Professeur titulaire,Doctorat en Didactique des mathématiques (Mention Doctorat Européen),2005,Universidad de La Laguna,Espagne,ES
in15293,F,Français,Écrit,42006,Professeure agrégée,Ph.D. en neuropsychologie recherche-intervention,2007,Université de Montréal,Canada,CA
in15293,F,Français,Écrit,42006,Professeure agrégée,Post-doctorat,2011,Université McGill,Canada,CA
in15293,F,Français,Oral,42006,Professeure agrégée,Ph.D. en neuropsychologie recherche-intervention,2007,Université de Montréal,Canada,CA
in15293,F,Français,Oral,42006,Professeure agrégée,Post-doctorat,2011,Université McGill,Canada,CA
in15296,M,,,52070,Professeur/chercheur adjoint,,,,,
in15298,M,,,42001,Professeur titulaire,,,,,
in15298,M,,,42001,Professeur titulaire,,,,,
in15299,M,Anglais,Écrit,42001,Professeur titulaire,B.Sc.,1994,Université McGill,Canada,CA
in15299,M,Anglais,Écrit,42001,Professeur titulaire,M.Sc. Santé environnementale et santé au travail,1996,Univerisité de Montréal,Canada,CA
in15299,M,Anglais,Écrit,42001,Professeur titulaire,Ph. D. Santé publique (option toxicologie),2000,Université de Montréal,Canada,CA
in15299,M,Français,Écrit,42001,Professeur titulaire,B.Sc.,1994,Université McGill,Canada,CA
in15299,M,Français,Écrit,42001,Professeur titulaire,M.Sc. Santé environnementale et santé au travail,1996,Univerisité de Montréal,Canada,CA
in15299,M,Français,Écrit,42001,Professeur titulaire,Ph. D. Santé publique (option toxicologie),2000,Université de Montréal,Canada,CA
in15299,M,Anglais,Oral,42001,Professeur titulaire,B.Sc.,1994,Université McGill,Canada,CA
in15299,M,Anglais,Oral,42001,Professeur titulaire,M.Sc. Santé environnementale et santé au travail,1996,Univerisité de Montréal,Canada,CA
in15299,M,Anglais,Oral,42001,Professeur titulaire,Ph. D. Santé publique (option toxicologie),2000,Université de Montréal,Canada,CA
in15299,M,Français,Oral,42001,Professeur titulaire,B.Sc.,1994,Université McGill,Canada,CA
in15299,M,Français,Oral,42001,Professeur titulaire,M.Sc. Santé environnementale et santé au travail,1996,Univerisité de Montréal,Canada,CA
in15299,M,Français,Oral,42001,Professeur titulaire,Ph. D. Santé publique (option toxicologie),2000,Université de Montréal,Canada,CA
in15300,M,Anglais,Écrit,42001,Professeur titulaire,,,,,
in15300,M,Français,Écrit,42001,Professeur titulaire,,,,,
in15300,M,Anglais,Oral,42001,Professeur titulaire,,,,,
in15300,M,Français,Oral,42001,Professeur titulaire,,,,,
